"SALESORDERID","CREATEDBY","CREATEDAT","CHANGEDBY","CHANGEDAT","FISCVARIANT","FISCALYEARPERIOD","NOTEID","PARTNERID","SALESORG","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"0050002454","0000000019",2013-04-05,"0000000019",2013-04-06,K4,"2013004","","100000009",EMEA,USD,96323.60,85621.00,10702.60,"","",C
"0050002629","0000000018",2013-06-03,"0000000018",2013-06-05,K4,"2013006","","100000039",EMEA,USD,36562.50,32500.00,4062.50,"","",C
"0050002642","0000000019",2013-06-10,"0000000019",2013-06-12,K4,"2013006","","100000039",EMEA,USD,27000.00,24000.00,3000.00,"","",C
"0050002839","0000000006",2013-08-18,"0000000006",2013-08-21,K4,"2013008","","100000039",EMEA,USD,34818.75,30950.00,3868.75,"","",C
"0050003302","0000000019",2014-01-28,"0000000019",2014-01-30,K4,"2014001","","100000008",EMEA,USD,34650.00,30800.00,3850.00,"","",C
"0050003427","0000000023",2014-03-12,"0000000023",2014-03-15,K4,"2014003","","100000039",EMEA,USD,81952.84,72847.00,9105.84,"","",C
"0050003680","0000000023",2014-06-19,"0000000023",2014-06-20,K4,"2014006","","100000039",EMEA,USD,38137.50,33900.00,4237.50,"","",C
"0050004243","0000000019",2014-12-29,"0000000019",2014-12-30,K4,"2014012","","100000013",EMEA,USD,46741.50,41548.00,5193.50,"","",C
"0050004497","0000000020",2015-03-21,"0000000020",2015-03-22,K4,"2015003","","100000039",EMEA,USD,66125.23,58778.00,7347.23,"","",C
"0050004628","0000000018",2015-05-05,"0000000018",2015-05-06,K4,"2015005","","100000039",EMEA,USD,102729.34,91315.00,11414.34,"","",C
"0050004673","0000000019",2015-05-19,"0000000019",2015-05-22,K4,"2015005","","100000008",EMEA,USD,55346.62,49197.00,6149.62,"","",C
"0050004712","0000000019",2015-06-03,"0000000019",2015-06-04,K4,"2015006","","100000008",EMEA,USD,61026.75,54246.00,6780.75,"","",C
"0050004781","0000000019",2015-06-23,"0000000019",2015-06-24,K4,"2015006","","100000037",EMEA,USD,109490.59,97325.00,12165.59,"","",C
"0050004819","0000000019",2015-07-07,"0000000019",2015-07-09,K4,"2015007","","100000036",EMEA,USD,98983.09,87985.00,10998.09,"","",C
"0050004985","0000000019",2015-08-31,"0000000019",2015-09-01,K4,"2015008","","100000005",EMEA,USD,85677.73,76158.00,9519.73,"","",C
"0050005246","0000000015",2015-11-22,"0000000015",2015-11-24,K4,"2015011","","100000039",EMEA,USD,90796.48,80708.00,10088.48,"","",C
"0050005336","0000000006",2015-12-19,"0000000006",2015-12-21,K4,"2015012","","100000039",EMEA,USD,98106.72,87206.00,10900.72,"","",C
"0050005374","0000000019",2015-12-26,"0000000019",2015-12-29,K4,"2015012","","100000038",EMEA,USD,100874.23,89666.00,11208.23,"","",C
"0050005624","0000000019",2016-03-22,"0000000019",2016-03-23,K4,"2016003","","100000005",EMEA,USD,104313.35,92723.00,11590.35,"","",C
"0050005962","0000000019",2016-07-22,"0000000019",2016-07-25,K4,"2016007","","100000006",EMEA,USD,46067.62,40949.00,5118.62,"","",C
"0050006070","0000000018",2016-08-28,"0000000018",2016-08-31,K4,"2016008","","100000039",EMEA,USD,66776.61,59357.00,7419.61,"","",C
"0050006526","0000000019",2017-02-12,"0000000019",2017-02-15,K4,"2017002","","100000010",EMEA,USD,106495.85,94663.00,11832.85,"","",C
"0050006625","0000000020",2017-03-11,"0000000020",2017-03-14,K4,"2017003","","100000039",EMEA,USD,17662.50,15700.00,1962.50,"","",C
"0050006779","0000000019",2017-05-04,"0000000019",2017-05-06,K4,"2017005","","100000012",EMEA,USD,35268.75,31350.00,3918.75,"","",C
"0050006913","0000000019",2017-06-19,"0000000019",2017-06-20,K4,"2017006","","100000011",EMEA,USD,62050.48,55156.00,6894.48,"","",C
"0050007635","0000000019",2018-02-12,"0000000019",2018-02-13,K4,"2018002","","100000014",EMEA,USD,64960.86,57743.00,7217.86,"","",C
"0050007643","0000000020",2018-02-17,"0000000020",2018-02-18,K4,"2018002","","100000039",EMEA,USD,54125.99,48112.00,6013.99,"","",C
"0050007874","0000000016",2018-05-10,"0000000016",2018-05-13,K4,"2018005","","100000039",EMEA,USD,107090.99,95192.00,11898.99,"","",C
"0050008050","0000000019",2018-07-14,"0000000019",2018-07-17,K4,"2018007","","100000012",EMEA,USD,74086.85,65855.00,8231.85,"","",C
"0050008052","0000000017",2018-07-15,"0000000017",2018-07-16,K4,"2018007","","100000039",EMEA,USD,64855.12,57649.00,7206.12,"","",C
"0050008155","0000000019",2018-08-21,"0000000019",2018-08-23,K4,"2018008","","100000035",EMEA,USD,23062.50,20500.00,2562.50,"","",C
"0050008598","0000000019",2019-01-16,"0000000019",2019-01-18,K4,"2019001","","100000006",EMEA,USD,51806.25,46050.00,5756.25,"","",C
"0050008943","0000000006",2019-05-29,"0000000006",2019-05-30,K4,"2019005","","100000039",EMEA,USD,90501.72,80446.00,10055.72,"","",C
"0050009014","0000000019",2019-06-24,"0000000019",2019-06-25,K4,"2019006","","100000037",EMEA,USD,78875.99,70112.00,8763.99,"","",C
"0050009029","0000000017",2019-06-29,"0000000017",2019-07-01,K4,"2019006","","100000039",EMEA,USD,64542.37,57371.00,7171.37,"","",C
"0050009081","0000000019",2019-07-19,"0000000019",2019-07-22,K4,"2019007","","100000009",EMEA,USD,103044.35,91595.00,11449.35,"","",C
"0050009085","0000000020",2019-07-20,"0000000020",2019-07-22,K4,"2019007","","100000039",EMEA,USD,33356.25,29650.00,3706.25,"","",C
"0050009303","0000000023",2019-10-10,"0000000023",2019-10-11,K4,"2019010","","100000039",EMEA,USD,39487.50,35100.00,4387.50,"","",C
"0050009534","0000000015",2019-12-21,"0000000015",2019-12-23,K4,"2019012","","100000039",EMEA,USD,39768.75,35350.00,4418.75,"","",C
"0050009543","0000000017",2019-12-25,"0000000017",2019-12-27,K4,"2019012","","100000039",EMEA,USD,76946.62,68397.00,8549.62,"","",C
"0050009824","0000000020",2020-03-27,"0000000020",2020-03-28,K4,"2020003","","100000039",EMEA,USD,18843.75,16750.00,2093.75,"","",C
"0050010151","0000000015",2020-07-05,"0000000015",2020-07-07,K4,"2020007","","100000039",EMEA,USD,57626.99,51224.00,6402.99,"","",C
"0050010298","0000000022",2020-08-27,"0000000022",2020-08-28,K4,"2020008","","100000039",EMEA,USD,94903.84,84359.00,10544.84,"","",C
"0050010304","0000000018",2020-08-28,"0000000018",2020-08-30,K4,"2020008","","100000039",EMEA,USD,24468.75,21750.00,2718.75,"","",C
"0050010555","0000000019",2020-11-11,"0000000019",2020-11-13,K4,"2020011","","100000007",EMEA,USD,44265.37,39347.00,4918.37,"","",C
"0050011069","0000000019",2021-05-15,"0000000019",2021-05-16,K4,"2021005","","100000038",EMEA,USD,67496.62,59997.00,7499.62,"","",C
"0050011701","0000000019",2021-12-07,"0000000019",2021-12-08,K4,"2021012","","100000005",EMEA,USD,108137.22,96122.00,12015.22,"","",C
"0050011740","0000000016",2021-12-21,"0000000016",2021-12-23,K4,"2021012","","100000039",EMEA,USD,105568.86,93839.00,11729.86,"","",C
"0050011943","0000000016",2022-02-20,"0000000016",2022-02-21,K4,"2022002","","100000039",EMEA,USD,45955.12,40849.00,5106.12,"","",C
"0050012029","0000000019",2022-03-18,"0000000019",2022-03-21,K4,"2022003","","100000013",EMEA,USD,99956.22,88850.00,11106.22,"","",C
"0050012228","0000000019",2022-05-20,"0000000019",2022-05-21,K4,"2022005","","100000039",EMEA,USD,64350.00,57200.00,7150.00,"","",C
"0050012450","0000000019",2022-08-07,"0000000019",2022-08-10,K4,"2022008","","100000037",EMEA,USD,90967.47,80860.00,10107.47,"","",C
"0050012454","0000000019",2022-08-10,"0000000019",2022-08-13,K4,"2022008","","100000008",EMEA,USD,91590.72,81414.00,10176.72,"","",C
"0050012738","0000000019",2022-11-16,"0000000019",2022-11-18,K4,"2022011","","100000005",EMEA,USD,69646.48,61908.00,7738.48,"","",C
"0050012767","0000000018",2022-11-25,"0000000018",2022-11-27,K4,"2022011","","100000039",EMEA,USD,74352.34,66091.00,8261.34,"","",C
"0050000020","0000000019",2011-01-10,"0000000019",2011-01-13,K4,"2011001","","100000035",EMEA,USD,87847.85,78087.00,9760.85,"","",C
"0050000021","0000000019",2011-01-11,"0000000019",2011-01-13,K4,"2011001","","100000036",EMEA,USD,74816.98,66504.00,8312.98,"","",C
"0050000272","0000000019",2011-04-07,"0000000019",2011-04-09,K4,"2011004","","100000008",EMEA,USD,78186.37,69499.00,8687.37,"","",C
"0050000399","0000000019",2011-05-25,"0000000019",2011-05-27,K4,"2011005","","100000009",EMEA,USD,127651.47,113468.00,14183.47,"","",C
"0050000656","0000000019",2011-08-12,"0000000019",2011-08-14,K4,"2011008","","100000036",EMEA,USD,91510.86,81343.00,10167.86,"","",C
"0050000810","0000000019",2011-09-25,"0000000019",2011-09-27,K4,"2011009","","100000010",EMEA,USD,19493.99,17328.00,2165.99,"","",C
"0050001110","0000000015",2012-01-08,"0000000015",2012-01-11,K4,"2012001","","100000039",EMEA,USD,71663.61,63701.00,7962.61,"","",C
"0050001316","0000000017",2012-03-05,"0000000017",2012-03-07,K4,"2012003","","100000039",EMEA,USD,45000.00,40000.00,5000.00,"","",C
"0050001333","0000000019",2012-03-12,"0000000019",2012-03-13,K4,"2012003","","100000035",EMEA,USD,38305.12,34049.00,4256.12,"","",C
"0050001398","0000000019",2012-03-29,"0000000019",2012-04-01,K4,"2012003","","100000039",EMEA,USD,74478.36,66203.00,8275.36,"","",C
"0050001702","0000000019",2012-07-10,"0000000019",2012-07-13,K4,"2012007","","100000011",EMEA,USD,60525.00,53800.00,6725.00,"","",C
"0050001718","0000000019",2012-07-15,"0000000019",2012-07-16,K4,"2012007","","100000038",EMEA,USD,55626.75,49446.00,6180.75,"","",C
"0050001728","0000000015",2012-07-17,"0000000015",2012-07-19,K4,"2012007","","100000039",EMEA,USD,35775.00,31800.00,3975.00,"","",C
"0050001847","0000000019",2012-08-28,"0000000019",2012-08-30,K4,"2012008","","100000039",EMEA,USD,83463.73,74190.00,9273.73,"","",C
"0050002198","0000000019",2013-01-04,"0000000019",2013-01-06,K4,"2013001","","100000010",EMEA,USD,24243.75,21550.00,2693.75,"","",C
"0050002313","0000000019",2013-02-12,"0000000019",2013-02-13,K4,"2013002","","100000039",EMEA,USD,122027.60,108469.00,13558.60,"","",C
"0050002528","0000000015",2013-05-08,"0000000015",2013-05-11,K4,"2013005","","100000039",EMEA,USD,101494.11,90217.00,11277.11,"","",C
"0050002577","0000000019",2013-05-26,"0000000019",2013-05-29,K4,"2013005","","100000038",EMEA,USD,94350.36,83867.00,10483.36,"","",C
"0050002724","0000000019",2013-07-17,"0000000019",2013-07-20,K4,"2013007","","100000011",EMEA,USD,81890.99,72792.00,9098.99,"","",C
"0050002772","0000000019",2013-07-26,"0000000019",2013-07-27,K4,"2013007","","100000038",EMEA,USD,26943.75,23950.00,2993.75,"","",C
"0050002795","0000000019",2013-08-03,"0000000019",2013-08-06,K4,"2013008","","100000010",EMEA,USD,70101.00,62312.00,7789.00,"","",C
"0050002832","0000000021",2013-08-14,"0000000021",2013-08-17,K4,"2013008","","100000039",EMEA,USD,117851.60,104757.00,13094.60,"","",C
"0050002862","0000000019",2013-08-23,"0000000019",2013-08-26,K4,"2013008","","100000037",EMEA,USD,108195.71,96174.00,12021.71,"","",C
"0050002920","0000000022",2013-09-11,"0000000022",2013-09-14,K4,"2013009","","100000039",EMEA,USD,45759.37,40675.00,5084.37,"","",C
"0050003252","0000000022",2014-01-08,"0000000022",2014-01-11,K4,"2014001","","100000039",EMEA,USD,68654.25,61026.00,7628.25,"","",C
"0050003263","0000000020",2014-01-12,"0000000020",2014-01-15,K4,"2014001","","100000039",EMEA,USD,62043.75,55150.00,6893.75,"","",C
"0050003413","0000000003",2014-03-07,"0000000003",2014-03-08,K4,"2014003","","100000039",EMEA,USD,46912.50,41700.00,5212.50,"","",C
"0050003593","0000000006",2014-05-20,"0000000006",2014-05-22,K4,"2014005","","100000039",EMEA,USD,33806.25,30050.00,3756.25,"","",C
"0050003746","0000000023",2014-07-17,"0000000023",2014-07-20,K4,"2014007","","100000039",EMEA,USD,123667.83,109927.00,13740.83,"","",C
"0050003919","0000000006",2014-09-18,"0000000006",2014-09-19,K4,"2014009","","100000039",EMEA,USD,86318.97,76728.00,9590.97,"","",C
"0050004012","0000000020",2014-10-18,"0000000020",2014-10-21,K4,"2014010","","100000039",EMEA,USD,120985.85,107543.00,13442.85,"","",C
"0050004068","0000000021",2014-11-08,"0000000021",2014-11-10,K4,"2014011","","100000039",EMEA,USD,75766.50,67348.00,8418.50,"","",C
"0050004532","0000000019",2015-04-06,"0000000019",2015-04-08,K4,"2015004","","100000009",EMEA,USD,30318.75,26950.00,3368.75,"","",C
"0050004720","0000000023",2015-06-05,"0000000023",2015-06-06,K4,"2015006","","100000039",EMEA,USD,96434.98,85720.00,10714.98,"","",C
"0050004800","0000000015",2015-07-03,"0000000015",2015-07-04,K4,"2015007","","100000039",EMEA,USD,70579.12,62737.00,7842.12,"","",C
"0050005068","0000000019",2015-09-23,"0000000019",2015-09-24,K4,"2015009","","100000014",EMEA,USD,53662.50,47700.00,5962.50,"","",C
"0050005077","0000000019",2015-09-27,"0000000019",2015-09-29,K4,"2015009","","100000039",EMEA,USD,76100.61,67645.00,8455.61,"","",C
"0050005111","0000000019",2015-10-10,"0000000019",2015-10-12,K4,"2015010","","100000011",EMEA,USD,63617.62,56549.00,7068.62,"","",C
"0050005206","0000000019",2015-11-07,"0000000019",2015-11-09,K4,"2015011","","100000006",EMEA,USD,37290.37,33147.00,4143.37,"","",C
"0050005222","0000000022",2015-11-12,"0000000022",2015-11-14,K4,"2015011","","100000039",EMEA,USD,42806.25,38050.00,4756.25,"","",C
"0050005432","0000000016",2016-01-13,"0000000016",2016-01-14,K4,"2016001","","100000039",EMEA,USD,55290.37,49147.00,6143.37,"","",C
"0050005525","0000000019",2016-02-19,"0000000019",2016-02-22,K4,"2016002","","100000009",EMEA,USD,120011.58,106677.00,13334.58,"","",C
"0050005732","0000000015",2016-05-05,"0000000015",2016-05-08,K4,"2016005","","100000039",EMEA,USD,90164.24,80146.00,10018.24,"","",C
"0050006460","0000000003",2017-01-22,"0000000003",2017-01-24,K4,"2017001","","100000039",EMEA,USD,75542.62,67149.00,8393.62,"","",C
"0050006750","0000000019",2017-04-26,"0000000019",2017-04-27,K4,"2017004","","100000013",EMEA,USD,59006.25,52450.00,6556.25,"","",C
"0050006864","0000000019",2017-06-04,"0000000019",2017-06-07,K4,"2017006","","100000007",EMEA,USD,88525.10,78689.00,9836.10,"","",C
"0050007054","0000000019",2017-07-31,"0000000019",2017-08-02,K4,"2017007","","100000035",EMEA,USD,56530.12,50249.00,6281.12,"","",C
"0050007174","0000000019",2017-09-08,"0000000019",2017-09-10,K4,"2017009","","100000038",EMEA,USD,73730.22,65538.00,8192.22,"","",C
"0050007489","0000000019",2017-12-29,"0000000019",2018-01-01,K4,"2017012","","100000037",EMEA,USD,71427.35,63491.00,7936.35,"","",C
"0050008214","0000000021",2018-09-08,"0000000021",2018-09-11,K4,"2018009","","100000039",EMEA,USD,82622.24,73442.00,9180.24,"","",C
"0050008242","0000000017",2018-09-17,"0000000017",2018-09-20,K4,"2018009","","100000039",EMEA,USD,20981.25,18650.00,2331.25,"","",C
"0050008279","0000000019",2018-09-27,"0000000019",2018-09-30,K4,"2018009","","100000014",EMEA,USD,73612.10,65433.00,8179.10,"","",C
"0050008304","0000000019",2018-10-09,"0000000019",2018-10-11,K4,"2018010","","100000038",EMEA,USD,68429.23,60826.00,7603.23,"","",C
"0050008307","0000000019",2018-10-10,"0000000019",2018-10-13,K4,"2018010","","100000009",EMEA,USD,84367.11,74993.00,9374.11,"","",C
"0050008573","0000000023",2019-01-11,"0000000023",2019-01-14,K4,"2019001","","100000039",EMEA,USD,62862.75,55878.00,6984.75,"","",C
"0050009397","0000000022",2019-11-08,"0000000022",2019-11-11,K4,"2019011","","100000039",EMEA,USD,40106.25,35650.00,4456.25,"","",C
"0050009512","0000000020",2019-12-14,"0000000020",2019-12-17,K4,"2019012","","100000039",EMEA,USD,43537.50,38700.00,4837.50,"","",C
"0050009621","0000000006",2020-01-13,"0000000006",2020-01-14,K4,"2020001","","100000039",EMEA,USD,61818.75,54950.00,6868.75,"","",C
"0050009834","0000000021",2020-03-31,"0000000021",2020-04-01,K4,"2020003","","100000039",EMEA,USD,77755.49,69116.00,8639.49,"","",C
"0050009921","0000000020",2020-04-26,"0000000020",2020-04-29,K4,"2020004","","100000039",EMEA,USD,65299.49,58044.00,7255.49,"","",C
"0050010073","0000000019",2020-06-12,"0000000019",2020-06-13,K4,"2020006","","100000037",EMEA,USD,71329.49,63404.00,7925.49,"","",C
"0050010189","0000000019",2020-07-20,"0000000019",2020-07-23,K4,"2020007","","100000007",EMEA,USD,32343.75,28750.00,3593.75,"","",C
"0050012078","0000000021",2022-03-28,"0000000021",2022-03-30,K4,"2022003","","100000039",EMEA,USD,70084.12,62297.00,7787.12,"","",C
"0050012619","0000000019",2022-09-29,"0000000019",2022-10-01,K4,"2022009","","100000039",EMEA,USD,33356.25,29650.00,3706.25,"","",C
"0050012747","0000000023",2022-11-21,"0000000023",2022-11-22,K4,"2022011","","100000039",EMEA,USD,81618.75,72550.00,9068.75,"","",C
"0050000451","0000000019",2011-06-16,"0000000019",2011-06-17,K4,"2011006","","100000036",EMEA,USD,56165.62,49925.00,6240.62,"","",C
"0050000609","0000000021",2011-07-31,"0000000021",2011-08-02,K4,"2011007","","100000039",EMEA,USD,86790.36,77147.00,9643.36,"","",C
"0050000733","0000000019",2011-09-06,"0000000019",2011-09-08,K4,"2011009","","100000014",EMEA,USD,79243.86,70439.00,8804.86,"","",C
"0050000812","0000000019",2011-09-27,"0000000019",2011-09-29,K4,"2011009","","100000035",EMEA,USD,40331.25,35850.00,4481.25,"","",C
"0050001118","0000000019",2012-01-11,"0000000019",2012-01-14,K4,"2012001","","100000009",EMEA,USD,35043.75,31150.00,3893.75,"","",C
"0050001354","0000000003",2012-03-19,"0000000003",2012-03-21,K4,"2012003","","100000039",EMEA,USD,74832.72,66518.00,8314.72,"","",C
"0050002334","0000000003",2013-02-18,"0000000003",2013-02-20,K4,"2013002","","100000039",EMEA,USD,78577.87,69847.00,8730.87,"","",C
"0050002778","0000000019",2013-07-29,"0000000019",2013-07-31,K4,"2013007","","100000010",EMEA,USD,76663.12,68145.00,8518.12,"","",C
"0050003834","0000000019",2014-08-17,"0000000019",2014-08-20,K4,"2014008","","100000010",EMEA,USD,34650.00,30800.00,3850.00,"","",C
"0050003840","0000000019",2014-08-19,"0000000019",2014-08-21,K4,"2014008","","100000036",EMEA,USD,81520.83,72463.00,9057.83,"","",C
"0050003865","0000000023",2014-08-28,"0000000023",2014-08-29,K4,"2014008","","100000039",EMEA,USD,77836.49,69188.00,8648.49,"","",C
"0050004735","0000000003",2015-06-09,"0000000003",2015-06-12,K4,"2015006","","100000039",EMEA,USD,69515.99,61792.00,7723.99,"","",C
"0050005183","0000000018",2015-11-03,"0000000018",2015-11-06,K4,"2015011","","100000039",EMEA,USD,27000.00,24000.00,3000.00,"","",C
"0050005192","0000000019",2015-11-03,"0000000019",2015-11-04,K4,"2015011","","100000010",EMEA,USD,69675.74,61934.00,7741.74,"","",C
"0050005694","0000000017",2016-04-18,"0000000017",2016-04-20,K4,"2016004","","100000039",EMEA,USD,76486.49,67988.00,8498.49,"","",C
"0050006298","0000000021",2016-11-25,"0000000021",2016-11-27,K4,"2016011","","100000039",EMEA,USD,72475.86,64423.00,8052.86,"","",C
"0050006302","0000000020",2016-11-27,"0000000020",2016-11-28,K4,"2016011","","100000039",EMEA,USD,96779.21,86026.00,10753.21,"","",C
"0050006803","0000000019",2017-05-12,"0000000019",2017-05-14,K4,"2017005","","100000012",EMEA,USD,94642.84,84127.00,10515.84,"","",C
"0050007431","0000000018",2017-12-16,"0000000018",2017-12-17,K4,"2017012","","100000039",EMEA,USD,31443.75,27950.00,3493.75,"","",C
"0050007550","0000000019",2018-01-16,"0000000019",2018-01-17,K4,"2018001","","100000012",EMEA,USD,79706.25,70850.00,8856.25,"","",C
"0050007650","0000000019",2018-02-17,"0000000019",2018-02-18,K4,"2018002","","100000038",EMEA,USD,71465.59,63525.00,7940.59,"","",C
"0050007784","0000000020",2018-04-08,"0000000020",2018-04-09,K4,"2018004","","100000039",EMEA,USD,93727.09,83313.00,10414.09,"","",C
"0050007863","0000000019",2018-05-06,"0000000019",2018-05-07,K4,"2018005","","100000006",EMEA,USD,70683.74,62830.00,7853.74,"","",C
"0050007878","0000000019",2018-05-10,"0000000019",2018-05-13,K4,"2018005","","100000038",EMEA,USD,82166.61,73037.00,9129.61,"","",C
"0050008105","0000000019",2018-08-03,"0000000019",2018-08-05,K4,"2018008","","100000011",EMEA,USD,69996.36,62219.00,7777.36,"","",C
"0050008140","0000000019",2018-08-15,"0000000019",2018-08-18,K4,"2018008","","100000005",EMEA,USD,64800.00,57600.00,7200.00,"","",C
"0050008596","0000000015",2019-01-16,"0000000015",2019-01-18,K4,"2019001","","100000039",EMEA,USD,60567.73,53838.00,6729.73,"","",C
"0050008622","0000000023",2019-01-26,"0000000023",2019-01-27,K4,"2019001","","100000039",EMEA,USD,56475.00,50200.00,6275.00,"","",C
"0050008787","0000000019",2019-03-25,"0000000019",2019-03-28,K4,"2019003","","100000014",EMEA,USD,76832.99,68296.00,8536.99,"","",C
